ltable_id,rtable_id,label,block_id,entity_a,entity_b,entity_a_title,entity_b_title
0,1878,1,pack,title: clickart 950 000 premier image pack ( dvd-rom ); manufacturer: broderbund; price: nan,title: clickart 950000 premier image pack ( dvd-rom ); manufacturer: nan; price: 48.95,clickart 950 000 premier image pack ( dvd-rom ),clickart 950000 premier image pack ( dvd-rom )
13,2425,0,softwaoftwar,title: spy sweeper spanish; manufacturer: webroot software; price: 29.95,title: webroot software 65210 spy sweeper 3 pc; manufacturer: webroot software; price: 31.99,spy sweeper spanish,webroot software 65210 spy sweeper 3 pc
13,2813,0,softwaoftwar,title: spy sweeper spanish; manufacturer: webroot software; price: 29.95,title: webroot spy sweeper spanish edition ( pc ); manufacturer: nan; price: 29.99,spy sweeper spanish,webroot spy sweeper spanish edition ( pc )
27,1525,0,softwaoftwar,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: crystal reports xi professional edition complete package; manufacturer: nan; price: 537.57,i copy dvds 2 professional edition,crystal reports xi professional edition complete package
27,2123,0,softwaoftwar,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: i copy dvds 2 ultra edition; manufacturer: nan; price: 29.9,i copy dvds 2 professional edition,i copy dvds 2 ultra edition
27,2792,0,softwaoftwar,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: adobe dv rack 2.0 hd software for windows professional editing software; manufacturer: nan; price: 499.0,i copy dvds 2 professional edition,adobe dv rack 2.0 hd software for windows professional editing software
27,2998,0,softwaoftwar,title: i copy dvds 2 professional edition; manufacturer: me-too-software; price: 69.99,title: orgchart professional 1.3; manufacturer: nan; price: 39.95,i copy dvds 2 professional edition,orgchart professional 1.3
59,2119,1,softwaoftwar,title: studyworks ! teaching pro : middle school math & science ( win/mac ); manufacturer: global-software-publishing; price: 29.99,title: middle school math & science; manufacturer: global-software-publishing; price: 12.9,studyworks ! teaching pro : middle school math & science ( win/mac ),middle school math & science
72,1567,1,softwaoftwar,title: midway arcade treasures ( jewel case ); manufacturer: encore software; price: 9.99,title: encore inc 28453 midway arcade treasures win 98 me 2000 xp; manufacturer: encore inc; price: 19.38,midway arcade treasures ( jewel case ),encore inc 28453 midway arcade treasures win 98 me 2000 xp
72,3110,0,softwaoftwar,title: midway arcade treasures ( jewel case ); manufacturer: encore software; price: 9.99,title: cross stitch design studio ( jewel case ) ( 8006 ); manufacturer: m-and-r-technologies; price: 9.59,midway arcade treasures ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 )
92,2219,0,softwaoftwar,title: computrace lojack for laptops 4 year subscription; manufacturer: absolute software; price: 119.99,title: absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher; manufacturer: nan; price: 44.97,computrace lojack for laptops 4 year subscription,absolute software lfl-m2-12 computrace lojack for laptops 1 year license mac 10.2 or higher
92,2714,0,softwaoftwar,title: computrace lojack for laptops 4 year subscription; manufacturer: absolute software; price: 119.99,title: absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher; manufacturer: nan; price: 80.97,computrace lojack for laptops 4 year subscription,absolute software lfl-m2-36 computrace lojack for laptops 3 year license mac 10.2 or higher
135,1763,0,softwaoftwar,title: microsoft crm professional cal 3.0 product upgrade license pack user cal; manufacturer: microsoft software; price: 9980.0,title: 29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra; manufacturer: nan; price: 1687.48,microsoft crm professional cal 3.0 product upgrade license pack user cal,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra
210,2122,0,softwaoftwar,title: upgrade terminal emulation software 2006 with media 1u; manufacturer: esker; price: nan,title: make finale 2006 software music production software; manufacturer: nan; price: 424.95,upgrade terminal emulation software 2006 with media 1u,make finale 2006 software music production software
244,2423,0,softwaoftwar,title: microsoft visual studio team edition for software developers 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: microsoft student with encarta premium 2008 complete package; manufacturer: nan; price: 43.6,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft student with encarta premium 2008 complete package
244,2803,0,softwaoftwar,title: microsoft visual studio team edition for software developers 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio team edition for software developers 2005 with msdn premium,visual studio pro 2005 upgrade ( pc ) microsoft
258,2423,0,softwaoftwar,title: microsoft visual studio team edition for software architect 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: microsoft student with encarta premium 2008 complete package; manufacturer: nan; price: 43.6,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft student with encarta premium 2008 complete package
258,2803,0,softwaoftwar,title: microsoft visual studio team edition for software architect 2005 with msdn premium; manufacturer: microsoft; price: 5479.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio team edition for software architect 2005 with msdn premium,visual studio pro 2005 upgrade ( pc ) microsoft
271,1512,1,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft w87-02380 office sbe 2007 win32; manufacturer: nan; price: 400.34,microsoft office small business 2007,microsoft w87-02380 office sbe 2007 win32
271,2137,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft microsoft office 2004 software suite mac education apple & mac software; manufacturer: nan; price: 148.95,microsoft office small business 2007,microsoft microsoft office 2004 software suite mac education apple & mac software
271,2165,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft microsoft office pro 2004 software suite mac apple & mac software; manufacturer: nan; price: 498.95,microsoft office small business 2007,microsoft microsoft office pro 2004 software suite mac apple & mac software
271,2206,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft office 2004 software suite oem mac apple & mac software; manufacturer: nan; price: 239.95,microsoft office small business 2007,microsoft office 2004 software suite oem mac apple & mac software
271,2332,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: designing forms with microsoft office infopath 2007; manufacturer: nan; price: 36.39,microsoft office small business 2007,designing forms with microsoft office infopath 2007
271,2411,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: office mac 2004 microsoft 731-01002; manufacturer: nan; price: 331.77,microsoft office small business 2007,office mac 2004 microsoft 731-01002
271,3145,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: palo alto business plan pro 2007; manufacturer: nan; price: 83.99,microsoft office small business 2007,palo alto business plan pro 2007
271,3215,0,softwaoftwar,title: microsoft office small business 2007; manufacturer: microsoft software; price: 735.33,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft office small business 2007,microsoft ( r ) money 2007 deluxe
284,2192,0,softwaoftwar,title: sibelius 5 educational edition; manufacturer: sibelius-software-ltd .; price: 329.0,title: sibelius sibelius 4 software music production software; manufacturer: sibelius-software-ltd .; price: 449.95,sibelius 5 educational edition,sibelius sibelius 4 software music production software
287,1525,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: crystal reports xi professional edition complete package; manufacturer: nan; price: 537.57,sibelius 5 professional edition,crystal reports xi professional edition complete package
287,2141,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: system mechanic 6 professional; manufacturer: nan; price: 36.9,sibelius 5 professional edition,system mechanic 6 professional
287,2192,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: sibelius sibelius 4 software music production software; manufacturer: sibelius-software-ltd .; price: 449.95,sibelius 5 professional edition,sibelius sibelius 4 software music production software
287,2792,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: adobe dv rack 2.0 hd software for windows professional editing software; manufacturer: nan; price: 499.0,sibelius 5 professional edition,adobe dv rack 2.0 hd software for windows professional editing software
287,2839,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: adobe flash cs3 professional ( mac ); manufacturer: nan; price: 699.0,sibelius 5 professional edition,adobe flash cs3 professional ( mac )
287,2998,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: orgchart professional 1.3; manufacturer: nan; price: 39.95,sibelius 5 professional edition,orgchart professional 1.3
287,3214,0,softwaoftwar,title: sibelius 5 professional edition; manufacturer: sibelius-software-ltd .; price: 599.0,title: system mechanic ( r ) 5 professional; manufacturer: nan; price: 69.95,sibelius 5 professional edition,system mechanic ( r ) 5 professional
388,2145,0,softwaoftwar,title: zonealarm wireless security; manufacturer: encore software; price: 29.99,title: zone alarm pro 5; manufacturer: nan; price: 12.9,zonealarm wireless security,zone alarm pro 5
393,2803,0,softwaoftwar,title: microsoft visual studio test agent 2005 cd 1 processor license; manufacturer: microsoft software; price: 5099.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio test agent 2005 cd 1 processor license,visual studio pro 2005 upgrade ( pc ) microsoft
408,2813,0,softwaoftwar,title: before you know it deluxe spanish edition for pc/mac; manufacturer: encore software; price: 29.99,title: webroot spy sweeper spanish edition ( pc ); manufacturer: nan; price: 29.99,before you know it deluxe spanish edition for pc/mac,webroot spy sweeper spanish edition ( pc )
432,2398,0,softwaoftwar,title: cell phone software solution; manufacturer: susteen; price: 113.1,title: onone software inc. mpr-40212; manufacturer: onone software inc.; price: 66.27,cell phone software solution,onone software inc. mpr-40212
436,2783,1,softwaoftwar,title: sudoku puzzle addict : unlimited edition; manufacturer: global-software-publ-na; price: nan,title: global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp; manufacturer: nan; price: 8.79,sudoku puzzle addict : unlimited edition,global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp
436,2785,0,softwaoftwar,title: sudoku puzzle addict : unlimited edition; manufacturer: global-software-publ-na; price: nan,title: global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ); manufacturer: global-software-publishing-north-america-inc; price: 8.79,sudoku puzzle addict : unlimited edition,global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp )
479,2418,0,softwaoftwar,title: sound studio 3 : record edit add effects to audio ( mac ); manufacturer: freeverse software; price: 79.99,title: sound forge audio studio 9; manufacturer: nan; price: 66.89,sound studio 3 : record edit add effects to audio ( mac ),sound forge audio studio 9
479,2452,1,softwaoftwar,title: sound studio 3 : record edit add effects to audio ( mac ); manufacturer: freeverse software; price: 79.99,title: sound studio 3 for mac; manufacturer: nan; price: 79.99,sound studio 3 : record edit add effects to audio ( mac ),sound studio 3 for mac
482,3130,0,softwaoftwar,title: window washer; manufacturer: webroot-software-inc; price: nan,title: webroot ( r ) window washer ( tm ) 5.0; manufacturer: nan; price: 28.99,window washer,webroot ( r ) window washer ( tm ) 5.0
490,2441,0,softwaoftwar,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: microsoft windows vista ultimate upgrade; manufacturer: nan; price: 239.95,microsoft visual studio professional 2005 upgrade,microsoft windows vista ultimate upgrade
490,2803,1,softwaoftwar,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio professional 2005 upgrade,visual studio pro 2005 upgrade ( pc ) microsoft
498,2131,0,softwaoftwar,title: mavis beacon typing 17 deluxe by broderbund; manufacturer: encore software; price: 39.99,title: mavis beacon 16; manufacturer: nan; price: 17.9,mavis beacon typing 17 deluxe by broderbund,mavis beacon 16
498,2153,0,softwaoftwar,title: mavis beacon typing 17 deluxe by broderbund; manufacturer: encore software; price: 39.99,title: mavis beacon teaches typing v17 deluxe pc/mac; manufacturer: nan; price: 29.9,mavis beacon typing 17 deluxe by broderbund,mavis beacon teaches typing v17 deluxe pc/mac
501,2165,0,softwaoftwar,title: microsoft digital image suite plus [ lb ]; manufacturer: microsoft software; price: 129.95,title: microsoft microsoft office pro 2004 software suite mac apple & mac software; manufacturer: nan; price: 498.95,microsoft digital image suite plus [ lb ],microsoft microsoft office pro 2004 software suite mac apple & mac software
510,2845,0,softwaoftwar,title: reader rabbit learning system 1st grade; manufacturer: encore software; price: 29.99,title: dr. seuss reading learning system 2008 encore; manufacturer: nan; price: 19.95,reader rabbit learning system 1st grade,dr. seuss reading learning system 2008 encore
512,2154,0,softwaoftwar,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe after effects professional 7 software for windows effects software; manufacturer: nan; price: 999.0,microsoft windows xp professional upgrade with sp2,adobe after effects professional 7 software for windows effects software
512,2412,0,softwaoftwar,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: individual software prm-wn5 professor teaches windows xp; manufacturer: individual software; price: 24.99,microsoft windows xp professional upgrade with sp2,individual software prm-wn5 professor teaches windows xp
512,2441,0,softwaoftwar,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft windows vista ultimate upgrade; manufacturer: nan; price: 239.95,microsoft windows xp professional upgrade with sp2,microsoft windows vista ultimate upgrade
512,2792,0,softwaoftwar,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: adobe dv rack 2.0 hd software for windows professional editing software; manufacturer: nan; price: 499.0,microsoft windows xp professional upgrade with sp2,adobe dv rack 2.0 hd software for windows professional editing software
512,2803,0,softwaoftwar,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft windows xp professional upgrade with sp2,visual studio pro 2005 upgrade ( pc ) microsoft
513,2131,0,softwaoftwar,title: mavis beacon typing 17 ( win/mac ); manufacturer: encore software; price: 19.99,title: mavis beacon 16; manufacturer: nan; price: 17.9,mavis beacon typing 17 ( win/mac ),mavis beacon 16
513,2153,0,softwaoftwar,title: mavis beacon typing 17 ( win/mac ); manufacturer: encore software; price: 19.99,title: mavis beacon teaches typing v17 deluxe pc/mac; manufacturer: nan; price: 29.9,mavis beacon typing 17 ( win/mac ),mavis beacon teaches typing v17 deluxe pc/mac
548,2104,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp; manufacturer: nan; price: 33.97,quickbooks pro 2007 small business financial software,individual software pmm-bp6 business planmaker professional 2007 win 98 me 2000 xp
548,2122,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: make finale 2006 software music production software; manufacturer: nan; price: 424.95,quickbooks pro 2007 small business financial software,make finale 2006 software music production software
548,2146,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: intuit quicken home and business 2007 software for windows tax & finance software; manufacturer: nan; price: 89.95,quickbooks pro 2007 small business financial software,intuit quicken home and business 2007 software for windows tax & finance software
548,2530,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: intuit quickbooks premier professional services edition 2007 software win tax & finance software; manufacturer: nan; price: 349.95,quickbooks pro 2007 small business financial software,intuit quickbooks premier professional services edition 2007 software win tax & finance software
548,3034,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: quickbooks pro 2007 win; manufacturer: nan; price: 192.26,quickbooks pro 2007 small business financial software,quickbooks pro 2007 win
548,3145,0,softwaoftwar,title: quickbooks pro 2007 small business financial software; manufacturer: intuit; price: 199.95,title: palo alto business plan pro 2007; manufacturer: nan; price: 83.99,quickbooks pro 2007 small business financial software,palo alto business plan pro 2007
570,2412,0,softwaoftwar,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-wn5 professor teaches windows xp; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-wn5 professor teaches windows xp
570,2745,0,softwaoftwar,title: professor teaches windows xp; manufacturer: individual software; price: 19.99,title: individual software prm-xw3 professor teaches excel & word; manufacturer: individual software; price: 24.99,professor teaches windows xp,individual software prm-xw3 professor teaches excel & word
636,2131,0,softwaoftwar,title: mavis beacon teaches typing deluxe v17; manufacturer: encore software; price: 39.99,title: mavis beacon 16; manufacturer: nan; price: 17.9,mavis beacon teaches typing deluxe v17,mavis beacon 16
636,2153,1,softwaoftwar,title: mavis beacon teaches typing deluxe v17; manufacturer: encore software; price: 39.99,title: mavis beacon teaches typing v17 deluxe pc/mac; manufacturer: nan; price: 29.9,mavis beacon teaches typing deluxe v17,mavis beacon teaches typing v17 deluxe pc/mac
689,2002,0,softwaoftwar,title: family tree maker version 16 collectors edition; manufacturer: encore software; price: nan,title: family tree maker 11 collector 's edition; manufacturer: nan; price: 34.9,family tree maker version 16 collectors edition,family tree maker 11 collector 's edition
691,2781,1,softwaoftwar,title: dk amazing animals 1.1; manufacturer: global-software-publishing; price: 9.99,title: global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista; manufacturer: global-software-publishing; price: 9.08,dk amazing animals 1.1,global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista
693,2783,0,softwaoftwar,title: kakuro puzzle addict unlimited edition; manufacturer: global-software-publishing; price: 9.99,title: global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp; manufacturer: nan; price: 8.79,kakuro puzzle addict unlimited edition,global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp
695,2777,0,softwaoftwar,title: global software smart steps 1st grade windows macintosh ); manufacturer: global software; price: nan,title: global software a8658jch smart steps kinder win 95 98 me 2000 xp vista; manufacturer: nan; price: 9.08,global software smart steps 1st grade windows macintosh ),global software a8658jch smart steps kinder win 95 98 me 2000 xp vista
696,3110,0,softwaoftwar,title: wild photo effects ( jewel case ); manufacturer: on-hand-software; price: 9.99,title: cross stitch design studio ( jewel case ) ( 8006 ); manufacturer: m-and-r-technologies; price: 9.59,wild photo effects ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 )
703,2787,1,softwaoftwar,title: dk exotic animals africa; manufacturer: global-software-publishing; price: 9.99,title: global software a4124m2h dk exotic animals africa win 95 98 2000 xp; manufacturer: global-software-publishing; price: 9.08,dk exotic animals africa,global software a4124m2h dk exotic animals africa win 95 98 2000 xp
705,2008,0,softwaoftwar,title: professional home design suite platinum; manufacturer: punch ! software; price: 99.95,title: instant home design 3.0; manufacturer: nan; price: 15.9,professional home design suite platinum,instant home design 3.0
707,2783,0,softwaoftwar,title: sudoku puzzle addict; manufacturer: global-software-publishing-north-america-inc; price: 6.99,title: global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp; manufacturer: nan; price: 8.79,sudoku puzzle addict,global software a2960jcw sudoku puzzle addict : unlimited edition win 98 me 2000 xp
707,2785,1,softwaoftwar,title: sudoku puzzle addict; manufacturer: global-software-publishing-north-america-inc; price: 6.99,title: global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp ); manufacturer: global-software-publishing-north-america-inc; price: 8.79,sudoku puzzle addict,global software a2991m2w sudoku puzzle addict ( win 98 me 2000 xp )
712,2343,0,softwaoftwar,title: spongebob squarepants typing 2008 win/mac; manufacturer: encore software; price: 19.95,title: encore software 12441 encore spongebob squarepants typing fun time management; manufacturer: nan; price: 17.97,spongebob squarepants typing 2008 win/mac,encore software 12441 encore spongebob squarepants typing fun time management
719,3110,0,softwaoftwar,title: best of card games ( jewel case ); manufacturer: on-hand-software; price: 9.99,title: cross stitch design studio ( jewel case ) ( 8006 ); manufacturer: m-and-r-technologies; price: 9.59,best of card games ( jewel case ),cross stitch design studio ( jewel case ) ( 8006 )
722,2130,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: steinberg wavelab studio 6 audio editing software competitive crossgrade music production software; manufacturer: nan; price: 199.95,steinberg nuendo 3 digital audio software,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software
722,2156,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: steinberg cubase 4 software music production software; manufacturer: nan; price: 799.99,steinberg nuendo 3 digital audio software,steinberg cubase 4 software music production software
722,2175,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: bias deck 3.5 le digital audio recording software music production software; manufacturer: nan; price: 69.95,steinberg nuendo 3 digital audio software,bias deck 3.5 le digital audio recording software music production software
722,2198,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: steinberg wavelab studio 6 audio editing software music production software; manufacturer: steinberg-media-technologies; price: 299.95,steinberg nuendo 3 digital audio software,steinberg wavelab studio 6 audio editing software music production software
722,2238,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: steinberg cubase studio 4 software competitive crossgrade music production software; manufacturer: nan; price: 199.99,steinberg nuendo 3 digital audio software,steinberg cubase studio 4 software competitive crossgrade music production software
722,2392,0,softwaoftwar,title: steinberg nuendo 3 digital audio software; manufacturer: steinberg; price: 2499.0,title: steinberg cubase 4 software educational discount music production software; manufacturer: nan; price: 349.95,steinberg nuendo 3 digital audio software,steinberg cubase 4 software educational discount music production software
723,2332,0,softwaoftwar,title: learn2 training for microsoft excel; manufacturer: topics-entertainment-software - ( consignment ); price: 9.99,title: designing forms with microsoft office infopath 2007; manufacturer: nan; price: 36.39,learn2 training for microsoft excel,designing forms with microsoft office infopath 2007
724,2788,0,softwaoftwar,title: simply put software got ta sing windows/macintosh ); manufacturer: simply-put-software; price: nan,title: simply put software llc de905-s data elminator ( win 95 98 me nt 2000 xp ); manufacturer: simply-put-software; price: 34.97,simply put software got ta sing windows/macintosh ),simply put software llc de905-s data elminator ( win 95 98 me nt 2000 xp )
724,2798,1,softwaoftwar,title: simply put software got ta sing windows/macintosh ); manufacturer: simply-put-software; price: nan,title: simply put software llc gs905-s got ta sing ( win 95 98 me nt 2000 xp/mac 10.0 or higher ); manufacturer: simply-put-software; price: 34.97,simply put software got ta sing windows/macintosh ),simply put software llc gs905-s got ta sing ( win 95 98 me nt 2000 xp/mac 10.0 or higher )
726,2788,1,softwaoftwar,title: simply put software data eliminator; manufacturer: simply-put-software; price: nan,title: simply put software llc de905-s data elminator ( win 95 98 me nt 2000 xp ); manufacturer: simply-put-software; price: 34.97,simply put software data eliminator,simply put software llc de905-s data elminator ( win 95 98 me nt 2000 xp )
735,2136,0,softwaoftwar,title: adventure workshop preschool ( jewel case ); manufacturer: encore software; price: 29.99,title: the land before time : preschool adventure; manufacturer: brighter-minds-media-inc .; price: 12.9,adventure workshop preschool ( jewel case ),the land before time : preschool adventure
735,2931,1,softwaoftwar,title: adventure workshop preschool ( jewel case ); manufacturer: encore software; price: 29.99,title: encore software 10538 adventure workshop preschool 7 by the learning company; manufacturer: nan; price: 17.97,adventure workshop preschool ( jewel case ),encore software 10538 adventure workshop preschool 7 by the learning company
751,2707,0,softwaoftwar,title: project x project management software; manufacturer: marware; price: 199.95,title: essential software architecture; manufacturer: nan; price: 53.41,project x project management software,essential software architecture
751,2710,0,softwaoftwar,title: project x project management software; manufacturer: marware; price: 199.95,title: software management approaches : project management estimation and life cycle; manufacturer: nan; price: 64.95,project x project management software,software management approaches : project management estimation and life cycle
751,2735,0,softwaoftwar,title: project x project management software; manufacturer: marware; price: 199.95,title: practical software maintenance : best practices for managing your software; manufacturer: nan; price: 90.0,project x project management software,practical software maintenance : best practices for managing your software
760,2146,0,softwaoftwar,title: panda software antivirus & firewall 2008 windows; manufacturer: panda software; price: nan,title: intuit quicken home and business 2007 software for windows tax & finance software; manufacturer: nan; price: 89.95,panda software antivirus & firewall 2008 windows,intuit quicken home and business 2007 software for windows tax & finance software
761,2167,0,softwaoftwar,title: microsoft visual studio team edition for software testers 2005 w/msdn premium renewal; manufacturer: microsoft software; price: 2309.0,title: cakewalk sonar 6 studio edition software music production software; manufacturer: nan; price: 279.95,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,cakewalk sonar 6 studio edition software music production software
761,2803,0,softwaoftwar,title: microsoft visual studio team edition for software testers 2005 w/msdn premium renewal; manufacturer: microsoft software; price: 2309.0,title: visual studio pro 2005 upgrade ( pc ) microsoft; manufacturer: nan; price: 549.0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,visual studio pro 2005 upgrade ( pc ) microsoft
762,2123,0,softwaoftwar,title: i transfer dvds 2 ipod edition ( win/mac ); manufacturer: me-too-software; price: 29.99,title: i copy dvds 2 ultra edition; manufacturer: nan; price: 29.9,i transfer dvds 2 ipod edition ( win/mac ),i copy dvds 2 ultra edition
763,2166,0,softwaoftwar,title: station access collection; manufacturer: sony-creative-software; price: 29.99,title: the sims expansion collection vol 1; manufacturer: nan; price: 8.72,station access collection,the sims expansion collection vol 1
774,2315,0,softwaoftwar,title: adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ); manufacturer: adobe software; price: 273.0,title: adobe acrobat ( v8 .0 ) pro win up from std adobe 22020452; manufacturer: nan; price: 151.27,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe acrobat ( v8 .0 ) pro win up from std adobe 22020452
774,2393,0,softwaoftwar,title: adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ); manufacturer: adobe software; price: 273.0,title: adobe production premium cs3 software suite for mac av production software; manufacturer: nan; price: 1698.95,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ),adobe production premium cs3 software suite for mac av production software
779,2100,0,softwaoftwar,title: 3d home architect landscape v. 8 by encore software; manufacturer: encore software; price: 39.99,title: encore software 10634 3d home architect home v. 8 by; manufacturer: nan; price: 33.97,3d home architect landscape v. 8 by encore software,encore software 10634 3d home architect home v. 8 by
779,2139,0,softwaoftwar,title: 3d home architect landscape v. 8 by encore software; manufacturer: encore software; price: 39.99,title: marine aquarium & goldfish screen saver by encore software; manufacturer: nan; price: 19.99,3d home architect landscape v. 8 by encore software,marine aquarium & goldfish screen saver by encore software
779,2402,0,softwaoftwar,title: 3d home architect landscape v. 8 by encore software; manufacturer: encore software; price: 39.99,title: punch software 41100 punch ! home design architectural series 18; manufacturer: punch software; price: 118.99,3d home architect landscape v. 8 by encore software,punch software 41100 punch ! home design architectural series 18
779,2707,0,softwaoftwar,title: 3d home architect landscape v. 8 by encore software; manufacturer: encore software; price: 39.99,title: essential software architecture; manufacturer: nan; price: 53.41,3d home architect landscape v. 8 by encore software,essential software architecture
787,2567,1,softwaoftwar,title: hoyle 4-pack 2006; manufacturer: encore software; price: 19.95,title: encore software 11050 hoyle 4-pack 2006 win 98 me 2000 xp; manufacturer: nan; price: 18.97,hoyle 4-pack 2006,encore software 11050 hoyle 4-pack 2006 win 98 me 2000 xp
788,2003,0,softwaoftwar,title: hoyle puzzle & board games; manufacturer: encore software; price: 19.95,title: freeverse software 4015 big bang board games; manufacturer: freeverse software; price: 18.99,hoyle puzzle & board games,freeverse software 4015 big bang board games
788,2396,0,softwaoftwar,title: hoyle puzzle & board games; manufacturer: encore software; price: 19.95,title: freeverse software 4015 big bang board games; manufacturer: freeverse software; price: 18.99,hoyle puzzle & board games,freeverse software 4015 big bang board games
808,2100,0,softwaoftwar,title: 3d home architect landscape designer v8; manufacturer: encore software; price: 29.99,title: encore software 10634 3d home architect home v. 8 by; manufacturer: nan; price: 33.97,3d home architect landscape designer v8,encore software 10634 3d home architect home v. 8 by
