ltable_id,rtable_id,label,block_id,entity_a,entity_b,entity_a_title,entity_b_title,sub_block_id,sub_block_size
15,2141,0,0,title: omnioutliner professional 3.0; manufacturer: csdc; price: 69.95,title: system mechanic 6 professional; manufacturer: nan; price: 36.9,omnioutliner professional 3.0,system mechanic 6 professional,0_0,6
423,2364,1,icrosocrosofrosoft,title: microsoft licenses word olp c ( 05903871 ); manufacturer: microsoft licenses; price: 205.73,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft licenses word olp c ( 05903871 ),microsoft 059-03871 molpc word sa,icrosocrosofrosoft_4,6
443,2818,0,icrosocrosofrosoft,title: microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client; manufacturer: microsoft; price: 709.0,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft windows vista business ( pc ),icrosocrosofrosoft_4,6
474,1636,0,icrosocrosofrosoft,title: microsoft asp net web matrix; manufacturer: microsoft; price: 30.0,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft asp net web matrix,microsoft 164-04052,icrosocrosofrosoft_4,6
476,2877,0,icrosocrosofrosoft,title: ae outlook 2007 win32; manufacturer: microsoft corp; price: nan,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,ae outlook 2007 win32,microsoft office outlook 2007,icrosocrosofrosoft_4,6
490,3171,0,icrosocrosofrosoft,title: microsoft visual studio professional 2005 upgrade; manufacturer: microsoft software; price: 549.0,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft visual studio professional 2005 upgrade,microsoft ( r ) project standard 2007,icrosocrosofrosoft_5,6
492,2818,0,icrosocrosofrosoft,title: microsoft productivity pack for windows mobile; manufacturer: microsoft; price: 29.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft productivity pack for windows mobile,microsoft windows vista business ( pc ),icrosocrosofrosoft_5,6
496,2818,0,icrosocrosofrosoft,title: microsoft windows vista business 32-bit for system builders; manufacturer: microsoft; price: 179.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows vista business 32-bit for system builders,microsoft windows vista business ( pc ),icrosocrosofrosoft_5,6
497,1636,0,icrosocrosofrosoft,title: microsoft data analyzer 2002; manufacturer: microsoft; price: 179.0,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft data analyzer 2002,microsoft 164-04052,icrosocrosofrosoft_5,6
497,2877,0,icrosocrosofrosoft,title: microsoft data analyzer 2002; manufacturer: microsoft; price: 179.0,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft data analyzer 2002,microsoft office outlook 2007,icrosocrosofrosoft_5,6
497,3171,0,icrosocrosofrosoft,title: microsoft data analyzer 2002; manufacturer: microsoft; price: 179.0,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft data analyzer 2002,microsoft ( r ) project standard 2007,icrosocrosofrosoft_5,6
497,3215,0,icrosocrosofrosoft,title: microsoft data analyzer 2002; manufacturer: microsoft; price: 179.0,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft data analyzer 2002,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_6,6
511,2877,0,icrosocrosofrosoft,title: microsoft publisher 2007 version upgrade; manufacturer: microsoft; price: 99.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft publisher 2007 version upgrade,microsoft office outlook 2007,icrosocrosofrosoft_6,6
511,3215,0,icrosocrosofrosoft,title: microsoft publisher 2007 version upgrade; manufacturer: microsoft; price: 99.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft publisher 2007 version upgrade,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_6,6
512,2468,0,icrosocrosofrosoft,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: punch software 14100 punch ! professional home design suite for windows; manufacturer: punch software; price: 62.99,microsoft windows xp professional upgrade with sp2,punch software 14100 punch ! professional home design suite for windows,icrosocrosofrosoft_6,6
512,2688,0,icrosocrosofrosoft,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software; manufacturer: nan; price: 549.95,microsoft windows xp professional upgrade with sp2,sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software,icrosocrosofrosoft_6,6
512,2818,0,icrosocrosofrosoft,title: microsoft windows xp professional upgrade with sp2; manufacturer: microsoft software; price: 199.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows xp professional upgrade with sp2,microsoft windows vista business ( pc ),icrosocrosofrosoft_6,6
514,2818,0,icrosocrosofrosoft,title: microsoft windows vista ultimate upgrade [ dvd ]; manufacturer: microsoft; price: 259.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows vista ultimate upgrade [ dvd ],microsoft windows vista business ( pc ),icrosocrosofrosoft_7,6
518,2818,0,icrosocrosofrosoft,title: microsoft office 2004 standard upgrade ( mac ); manufacturer: microsoft; price: 239.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft office 2004 standard upgrade ( mac ),microsoft windows vista business ( pc ),icrosocrosofrosoft_7,6
518,2877,0,icrosocrosofrosoft,title: microsoft office 2004 standard upgrade ( mac ); manufacturer: microsoft; price: 239.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office 2004 standard upgrade ( mac ),microsoft office outlook 2007,icrosocrosofrosoft_7,6
518,3171,0,icrosocrosofrosoft,title: microsoft office 2004 standard upgrade ( mac ); manufacturer: microsoft; price: 239.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft office 2004 standard upgrade ( mac ),microsoft ( r ) project standard 2007,icrosocrosofrosoft_7,6
519,3171,0,icrosocrosofrosoft,title: microsoft student with encarta premium 2008 dvd; manufacturer: microsoft; price: 49.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft student with encarta premium 2008 dvd,microsoft ( r ) project standard 2007,icrosocrosofrosoft_7,6
522,1636,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft visio standard 2007,microsoft 164-04052,icrosocrosofrosoft_7,6
522,2364,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft visio standard 2007,microsoft 059-03871 molpc word sa,icrosocrosofrosoft_8,6
522,2818,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft visio standard 2007,microsoft windows vista business ( pc ),icrosocrosofrosoft_8,6
522,2877,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft visio standard 2007,microsoft office outlook 2007,icrosocrosofrosoft_8,6
522,3171,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft visio standard 2007,microsoft ( r ) project standard 2007,icrosocrosofrosoft_8,6
522,3215,0,icrosocrosofrosoft,title: microsoft visio standard 2007; manufacturer: microsoft; price: 259.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft visio standard 2007,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_8,6
523,2818,0,icrosocrosofrosoft,title: microsoft windows vista ultimate full version [ dvd ]; manufacturer: microsoft; price: 399.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows vista ultimate full version [ dvd ],microsoft windows vista business ( pc ),icrosocrosofrosoft_8,6
523,3094,0,icrosocrosofrosoft,title: microsoft windows vista ultimate full version [ dvd ]; manufacturer: microsoft; price: 399.95,title: adobe ( r ) photoshop ( r ) cs windows full version; manufacturer: nan; price: 590.92,microsoft windows vista ultimate full version [ dvd ],adobe ( r ) photoshop ( r ) cs windows full version,icrosocrosofrosoft_9,6
535,2818,0,icrosocrosofrosoft,title: microsoft windows live onecare 1.5 online pc care subscription [ 12 months ]; manufacturer: microsoft; price: 49.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft windows vista business ( pc ),icrosocrosofrosoft_9,6
541,1636,0,icrosocrosofrosoft,title: microsoft onenote 2007; manufacturer: microsoft; price: 99.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft onenote 2007,microsoft 164-04052,icrosocrosofrosoft_9,6
541,2364,0,icrosocrosofrosoft,title: microsoft onenote 2007; manufacturer: microsoft; price: 99.95,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft onenote 2007,microsoft 059-03871 molpc word sa,icrosocrosofrosoft_9,6
541,2877,0,icrosocrosofrosoft,title: microsoft onenote 2007; manufacturer: microsoft; price: 99.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft onenote 2007,microsoft office outlook 2007,icrosocrosofrosoft_9,6
541,3171,0,icrosocrosofrosoft,title: microsoft onenote 2007; manufacturer: microsoft; price: 99.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft onenote 2007,microsoft ( r ) project standard 2007,icrosocrosofrosoft_9,6
541,3215,0,icrosocrosofrosoft,title: microsoft onenote 2007; manufacturer: microsoft; price: 99.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft onenote 2007,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_10,6
544,2818,0,icrosocrosofrosoft,title: microsoft windows xp home edition full version with sp2; manufacturer: microsoft; price: 199.0,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows xp home edition full version with sp2,microsoft windows vista business ( pc ),icrosocrosofrosoft_10,6
544,3094,0,icrosocrosofrosoft,title: microsoft windows xp home edition full version with sp2; manufacturer: microsoft; price: 199.0,title: adobe ( r ) photoshop ( r ) cs windows full version; manufacturer: nan; price: 590.92,microsoft windows xp home edition full version with sp2,adobe ( r ) photoshop ( r ) cs windows full version,icrosocrosofrosoft_10,6
545,3215,0,icrosocrosofrosoft,title: microsoft flight simulator x deluxe dvd; manufacturer: microsoft; price: 49.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft flight simulator x deluxe dvd,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_10,6
547,1636,0,icrosocrosofrosoft,title: microsoft outlook 2007; manufacturer: microsoft; price: 109.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft outlook 2007,microsoft 164-04052,icrosocrosofrosoft_10,6
547,2364,0,icrosocrosofrosoft,title: microsoft outlook 2007; manufacturer: microsoft; price: 109.95,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft outlook 2007,microsoft 059-03871 molpc word sa,icrosocrosofrosoft_10,6
547,2877,1,icrosocrosofrosoft,title: microsoft outlook 2007; manufacturer: microsoft; price: 109.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft outlook 2007,microsoft office outlook 2007,icrosocrosofrosoft_11,6
547,3171,0,icrosocrosofrosoft,title: microsoft outlook 2007; manufacturer: microsoft; price: 109.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft outlook 2007,microsoft ( r ) project standard 2007,icrosocrosofrosoft_11,6
547,3215,0,icrosocrosofrosoft,title: microsoft outlook 2007; manufacturer: microsoft; price: 109.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft outlook 2007,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_11,6
550,2818,0,icrosocrosofrosoft,title: windows vista business spanish full version [ dvd ]; manufacturer: microsoft; price: 329.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,windows vista business spanish full version [ dvd ],microsoft windows vista business ( pc ),icrosocrosofrosoft_11,6
550,3094,0,icrosocrosofrosoft,title: windows vista business spanish full version [ dvd ]; manufacturer: microsoft; price: 329.95,title: adobe ( r ) photoshop ( r ) cs windows full version; manufacturer: nan; price: 590.92,windows vista business spanish full version [ dvd ],adobe ( r ) photoshop ( r ) cs windows full version,icrosocrosofrosoft_11,6
571,2877,0,icrosocrosofrosoft,title: microsoft visio standard 2007 version upgrade; manufacturer: microsoft; price: 129.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft visio standard 2007 version upgrade,microsoft office outlook 2007,icrosocrosofrosoft_11,6
571,3171,0,icrosocrosofrosoft,title: microsoft visio standard 2007 version upgrade; manufacturer: microsoft; price: 129.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft visio standard 2007 version upgrade,microsoft ( r ) project standard 2007,icrosocrosofrosoft_12,6
571,3215,0,icrosocrosofrosoft,title: microsoft visio standard 2007 version upgrade; manufacturer: microsoft; price: 129.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft visio standard 2007 version upgrade,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_12,6
574,1636,0,icrosocrosofrosoft,title: microsoft mappoint 2006 with gps; manufacturer: microsoft; price: 349.0,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft mappoint 2006 with gps,microsoft 164-04052,icrosocrosofrosoft_12,6
574,2877,0,icrosocrosofrosoft,title: microsoft mappoint 2006 with gps; manufacturer: microsoft; price: 349.0,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft mappoint 2006 with gps,microsoft office outlook 2007,icrosocrosofrosoft_12,6
574,3215,0,icrosocrosofrosoft,title: microsoft mappoint 2006 with gps; manufacturer: microsoft; price: 349.0,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft mappoint 2006 with gps,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_12,6
578,1636,0,icrosocrosofrosoft,title: microsoft office excel 2007; manufacturer: microsoft; price: 229.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft office excel 2007,microsoft 164-04052,icrosocrosofrosoft_12,6
578,2877,0,icrosocrosofrosoft,title: microsoft office excel 2007; manufacturer: microsoft; price: 229.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office excel 2007,microsoft office outlook 2007,icrosocrosofrosoft_13,6
578,3171,0,icrosocrosofrosoft,title: microsoft office excel 2007; manufacturer: microsoft; price: 229.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft office excel 2007,microsoft ( r ) project standard 2007,icrosocrosofrosoft_13,6
578,3215,0,icrosocrosofrosoft,title: microsoft office excel 2007; manufacturer: microsoft; price: 229.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft office excel 2007,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_13,6
584,2818,1,icrosocrosofrosoft,title: microsoft windows vista business full version [ dvd ]; manufacturer: microsoft; price: 299.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows vista business full version [ dvd ],microsoft windows vista business ( pc ),icrosocrosofrosoft_13,6
584,3094,0,icrosocrosofrosoft,title: microsoft windows vista business full version [ dvd ]; manufacturer: microsoft; price: 299.95,title: adobe ( r ) photoshop ( r ) cs windows full version; manufacturer: nan; price: 590.92,microsoft windows vista business full version [ dvd ],adobe ( r ) photoshop ( r ) cs windows full version,icrosocrosofrosoft_13,6
587,1636,0,icrosocrosofrosoft,title: microsoft word 2007 version upgrade; manufacturer: microsoft; price: 109.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft word 2007 version upgrade,microsoft 164-04052,icrosocrosofrosoft_13,6
587,2364,0,icrosocrosofrosoft,title: microsoft word 2007 version upgrade; manufacturer: microsoft; price: 109.95,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft word 2007 version upgrade,microsoft 059-03871 molpc word sa,icrosocrosofrosoft_14,6
587,2877,0,icrosocrosofrosoft,title: microsoft word 2007 version upgrade; manufacturer: microsoft; price: 109.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft word 2007 version upgrade,microsoft office outlook 2007,icrosocrosofrosoft_14,6
587,3171,0,icrosocrosofrosoft,title: microsoft word 2007 version upgrade; manufacturer: microsoft; price: 109.95,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft word 2007 version upgrade,microsoft ( r ) project standard 2007,icrosocrosofrosoft_14,6
587,3215,0,icrosocrosofrosoft,title: microsoft word 2007 version upgrade; manufacturer: microsoft; price: 109.95,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft word 2007 version upgrade,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_14,6
604,2818,0,icrosocrosofrosoft,title: microsoft office small business 2007 full version; manufacturer: microsoft; price: 449.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft office small business 2007 full version,microsoft windows vista business ( pc ),icrosocrosofrosoft_14,6
604,2877,0,icrosocrosofrosoft,title: microsoft office small business 2007 full version; manufacturer: microsoft; price: 449.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office small business 2007 full version,microsoft office outlook 2007,icrosocrosofrosoft_14,6
605,1636,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft word 2004 ( mac ),microsoft 164-04052,icrosocrosofrosoft_15,6
605,2364,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft word 2004 ( mac ),microsoft 059-03871 molpc word sa,icrosocrosofrosoft_15,6
605,2818,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft word 2004 ( mac ),microsoft windows vista business ( pc ),icrosocrosofrosoft_15,6
605,2877,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft word 2004 ( mac ),microsoft office outlook 2007,icrosocrosofrosoft_15,6
605,3171,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft word 2004 ( mac ),microsoft ( r ) project standard 2007,icrosocrosofrosoft_15,6
605,3215,0,icrosocrosofrosoft,title: microsoft word 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft word 2004 ( mac ),microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_15,6
606,2377,0,icrosocrosofrosoft,title: microsoft office 2004 professional ( mac ); manufacturer: microsoft; price: 499.99,title: adobe after effects cs3 professional software for mac effects software; manufacturer: nan; price: 998.95,microsoft office 2004 professional ( mac ),adobe after effects cs3 professional software for mac effects software,icrosocrosofrosoft_16,6
606,2818,0,icrosocrosofrosoft,title: microsoft office 2004 professional ( mac ); manufacturer: microsoft; price: 499.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft office 2004 professional ( mac ),microsoft windows vista business ( pc ),icrosocrosofrosoft_16,6
606,2877,0,icrosocrosofrosoft,title: microsoft office 2004 professional ( mac ); manufacturer: microsoft; price: 499.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office 2004 professional ( mac ),microsoft office outlook 2007,icrosocrosofrosoft_16,6
606,3171,0,icrosocrosofrosoft,title: microsoft office 2004 professional ( mac ); manufacturer: microsoft; price: 499.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft office 2004 professional ( mac ),microsoft ( r ) project standard 2007,icrosocrosofrosoft_16,6
614,1636,0,icrosocrosofrosoft,title: microsoft works suite 2006; manufacturer: microsoft; price: 99.0,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft works suite 2006,microsoft 164-04052,icrosocrosofrosoft_16,6
614,2364,0,icrosocrosofrosoft,title: microsoft works suite 2006; manufacturer: microsoft; price: 99.0,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft works suite 2006,microsoft 059-03871 molpc word sa,icrosocrosofrosoft_16,6
614,2877,0,icrosocrosofrosoft,title: microsoft works suite 2006; manufacturer: microsoft; price: 99.0,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft works suite 2006,microsoft office outlook 2007,icrosocrosofrosoft_17,6
614,3171,0,icrosocrosofrosoft,title: microsoft works suite 2006; manufacturer: microsoft; price: 99.0,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft works suite 2006,microsoft ( r ) project standard 2007,icrosocrosofrosoft_17,6
614,3215,0,icrosocrosofrosoft,title: microsoft works suite 2006; manufacturer: microsoft; price: 99.0,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft works suite 2006,microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_17,6
616,2818,0,icrosocrosofrosoft,title: microsoft windows vista home basic upgrade [ dvd ]; manufacturer: microsoft; price: 99.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows vista home basic upgrade [ dvd ],microsoft windows vista business ( pc ),icrosocrosofrosoft_17,6
632,2468,0,icrosocrosofrosoft,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: punch software 14100 punch ! professional home design suite for windows; manufacturer: punch software; price: 62.99,microsoft windows xp professional full version with sp2,punch software 14100 punch ! professional home design suite for windows,icrosocrosofrosoft_17,6
632,2688,0,icrosocrosofrosoft,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software; manufacturer: nan; price: 549.95,microsoft windows xp professional full version with sp2,sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software,icrosocrosofrosoft_17,6
632,2818,0,icrosocrosofrosoft,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft windows xp professional full version with sp2,microsoft windows vista business ( pc ),icrosocrosofrosoft_18,6
632,3094,0,icrosocrosofrosoft,title: microsoft windows xp professional full version with sp2; manufacturer: microsoft; price: 299.99,title: adobe ( r ) photoshop ( r ) cs windows full version; manufacturer: nan; price: 590.92,microsoft windows xp professional full version with sp2,adobe ( r ) photoshop ( r ) cs windows full version,icrosocrosofrosoft_18,6
645,2818,0,icrosocrosofrosoft,title: microsoft virtual pc for mac 7.0 with windows xp home; manufacturer: microsoft; price: 219.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft virtual pc for mac 7.0 with windows xp home,microsoft windows vista business ( pc ),icrosocrosofrosoft_18,6
753,2688,0,icrosocrosofrosoft,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software; manufacturer: nan; price: 549.95,microsoft office & windows training professional,sony vegas7 .0 + dvd editing software with sound forge 8 for windows professional editing software,icrosocrosofrosoft_18,6
753,2818,0,icrosocrosofrosoft,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft office & windows training professional,microsoft windows vista business ( pc ),icrosocrosofrosoft_18,6
753,2877,0,icrosocrosofrosoft,title: microsoft office & windows training professional; manufacturer: topics entertainment; price: 49.95,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office & windows training professional,microsoft office outlook 2007,icrosocrosofrosoft_18,6
773,2877,0,icrosocrosofrosoft,title: microsoft office mac 2004 english 3pk dsp 731-01163 ); manufacturer: microsoft corporation; price: nan,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft office outlook 2007,icrosocrosofrosoft_19,6
781,1636,0,icrosocrosofrosoft,title: microsoft excel 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft excel 2004 ( mac ),microsoft 164-04052,icrosocrosofrosoft_19,6
781,2818,0,icrosocrosofrosoft,title: microsoft excel 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft excel 2004 ( mac ),microsoft windows vista business ( pc ),icrosocrosofrosoft_19,6
781,2877,0,icrosocrosofrosoft,title: microsoft excel 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft excel 2004 ( mac ),microsoft office outlook 2007,icrosocrosofrosoft_19,6
781,3171,0,icrosocrosofrosoft,title: microsoft excel 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft excel 2004 ( mac ),microsoft ( r ) project standard 2007,icrosocrosofrosoft_19,6
781,3215,0,icrosocrosofrosoft,title: microsoft excel 2004 ( mac ); manufacturer: microsoft; price: 229.99,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft excel 2004 ( mac ),microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_19,6
823,1636,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft word 2004 upgrade ( mac ),microsoft 164-04052,icrosocrosofrosoft_20,6
823,2364,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft 059-03871 molpc word sa; manufacturer: nan; price: 111.78,microsoft word 2004 upgrade ( mac ),microsoft 059-03871 molpc word sa,icrosocrosofrosoft_20,6
823,2818,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft windows vista business ( pc ); manufacturer: nan; price: 299.99,microsoft word 2004 upgrade ( mac ),microsoft windows vista business ( pc ),icrosocrosofrosoft_20,6
823,2877,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft office outlook 2007; manufacturer: nan; price: 109.95,microsoft word 2004 upgrade ( mac ),microsoft office outlook 2007,icrosocrosofrosoft_20,6
823,3171,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft ( r ) project standard 2007; manufacturer: nan; price: 599.95,microsoft word 2004 upgrade ( mac ),microsoft ( r ) project standard 2007,icrosocrosofrosoft_20,6
823,3215,0,icrosocrosofrosoft,title: microsoft word 2004 upgrade ( mac ); manufacturer: microsoft; price: 109.99,title: microsoft ( r ) money 2007 deluxe; manufacturer: nan; price: 49.99,microsoft word 2004 upgrade ( mac ),microsoft ( r ) money 2007 deluxe,icrosocrosofrosoft_20,6
858,1636,0,icrosocrosofrosoft,title: microsoft onenote 2007 upgrade; manufacturer: microsoft; price: 79.95,title: microsoft 164-04052; manufacturer: microsoft; price: 90.24,microsoft onenote 2007 upgrade,microsoft 164-04052,icrosocrosofrosoft_21,6
